title,url,image,format,year,price,author,rating,publisher,length,ISBN,city/country,categories,quantity
The Fortune Men,https://www.bookdepository.com/Fortune-Men-Nadifa-Mohamed/9780241466940,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2414/9780241466940.jpg,Hardback,2021,27.64,Nadifa Mohamed,3.88,Penguin Books Ltd,384,9780241466940,"London, United Kingdom",Contemporary Fiction,2
The Little Book of Hygge,https://www.bookdepository.com/Little-Book-Hygge-Meik-Wiking/9780241283912,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2412/9780241283912.jpg,Hardback,2016,24.64,Meik Wiking,3.75,Penguin Books Ltd,288,9780241283912,"London, United Kingdom",Popular Psychology,34
Why We Sleep,https://www.bookdepository.com/Why-We-Sleep-Matthew-Walker/9780141983769,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1419/9780141983769.jpg,Paperback,2018,19.1,Matthew Walker,4.35,Penguin Books Ltd,368,9780141983769,"London, United Kingdom","Physiological & Neuro-psychology, Biopsychology",8
The Puffin Book of Stories for Five-year-olds,https://www.bookdepository.com/Puffin-Book-Stories-for-Five-year-olds-Wendy-Cooling/9780140374582,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1403/9780140374582.jpg,Paperback,1999,11.22,Wendy Cooling,3.87,Penguin Random House Children's UK,144,9780140374582,"London, United Kingdom",Children's Fiction,35
A Gentleman in Moscow,https://www.bookdepository.com/Gentleman-Moscow-Amor-Towles/9780099558781,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0995/9780099558781.jpg,Paperback,2017,17.49,Amor Towles,4.32,Cornerstone,512,9780099558781,"London, United Kingdom",Contemporary Fiction,26
Charlotte's Web,https://www.bookdepository.com/Charlottes-Web-E-B-White/9780064400558,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0644/9780064400558.jpg,Paperback,2012,13.21,E B White,4.18,HarperCollins,192,9780064400558,"New York, NY, United States",Children's Fiction,19
All the Light We Cannot See,https://www.bookdepository.com/All-Light-We-Cannot-See-Anthony-Doerr/9780008138301,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0081/9780008138301.jpg,Paperback,2015,19.1,Anthony Doerr,4.32,HarperCollins Publishers,544,9780008138301,"London, United Kingdom",Contemporary Fiction,20
"Jujutsu Kaisen, Vol. 12",https://www.bookdepository.com/Jujutsu-Kaisen-Vol-12-Gege-Akutami/9781974722853,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9747/9781974722853.jpg,Paperback,2021,12.61,Gege Akutami,4.54,"Viz Media, Subs. of Shogakukan Inc",192,9781974722853,"San Francisco, United States",Graphic Novels: Manga,16
"Chainsaw Man, Vol. 7",https://www.bookdepository.com/Chainsaw-Man-Vol-7-Tatsuki-Fujimoto/9781974720965,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9747/9781974720965.jpg,Paperback,2021,12.89,Tatsuki Fujimoto,4.34,"Viz Media, Subs. of Shogakukan Inc",200,9781974720965,"San Francisco, United States",Graphic Novels: Manga,43
"Jujutsu Kaisen, Vol. 13",https://www.bookdepository.com/Jujutsu-Kaisen-Vol-13-Gege-Akutami/9781974723423,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9747/9781974723423.jpg,Paperback,2021,12.97,Gege Akutami,4.62,"Viz Media, Subs. of Shogakukan Inc",192,9781974723423,"San Francisco, United States",Graphic Novels: Manga,11
"86 - EIGHTY SIX, Vol. 3 (light novel)",https://www.bookdepository.com/86-EIGHTY-SIX-Vol-3-light-novel-Asato-Asato/9781975303112,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9753/9781975303112.jpg,Paperback,2019,19.46,Asato Asato,4.26,"Little, Brown & Company",224,9781975303112,"New York, United States",Science Fiction,49
The Little Prince,https://www.bookdepository.com/Little-Prince-Antoine-de-Saint-Exupery/9781840227864,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8402/9781840227864.jpg,Hardback,2018,20.61,Antoine de Saint-Exupery,4.31,Wordsworth Editions Ltd,144,9781840227864,"Herts, United Kingdom",Classic Books & Novels,41
A Hunter-Gatherer's Guide to the 21st Century,https://www.bookdepository.com/Hunter-Gatherers-Guide-21st-Century-Heather-Heying/9781800750746,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8007/9781800750746.jpg,Hardback,2021,33.56,Heather Heying,4.43,Swift Press,352,9781800750746,"London, United Kingdom",Science: General Issues,43
The Postscript Murders,https://www.bookdepository.com/Postscript-Murders-Elly-Griffiths/9781787477650,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7874/9781787477650.jpg,Paperback,2021,11.67,Elly Griffiths,4.02,Quercus Publishing,368,9781787477650,"London, United Kingdom",Crime,13
Pachinko,https://www.bookdepository.com/Pachinko-Min-Jin-Lee/9781786691378,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7866/9781786691378.jpg,Paperback,2017,22.46,Min Jin Lee,4.28,Head of Zeus,560,9781786691378,"London, United Kingdom",Contemporary Fiction,23
365 For My Daughter Daily Messages Of Love,https://www.bookdepository.com/365-For-My-Daughter-Daily-Messages-Love/9781784853204,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7848/9781784853204.jpg,Hardback,2021,22.24,Exley,4.31,Helen Exley Giftbooks,368,9781784853204,"Watford, United Kingdom",Family & Relationships,21
Junji Ito's Cat Diary: Yon & Mu Collector's Edition,https://www.bookdepository.com/Junji-Itos-Cat-Diary-Yon-Mu-Collectors-Edition-Junji-Ito/9781646512515,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6465/9781646512515.jpg,Hardback,2021,30.92,Junji Ito,4.18,"Kodansha America, Inc",128,9781646512515,"New York, United States",Horror,7
The Gifts Of Imperfection,https://www.bookdepository.com/Gifts-Imperfection-Brene-Brown/9781592858491,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5928/9781592858491.jpg,Paperback,2010,25.64,Brene Brown,4.2,Hazelden Information & Educational Services,160,9781592858491,"Center City, United States",Personal Development,33
Berserk Deluxe Volume 8,https://www.bookdepository.com/Berserk-Deluxe-8-Kentaro-Miura/9781506717913,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5067/9781506717913.jpg,Hardback,2021,73.17,Kentaro Miura,4.69,"Dark Horse Comics,U.S.",632,9781506717913,"Milwaukie, United States",Graphic Novels: Manga,27
Short Stories in French for Beginners,https://www.bookdepository.com/Short-Stories-French-for-Beginners-Olly-Richards/9781473683433,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4736/9781473683433.jpg,Paperback,2018,17.37,Olly Richards,4.12,John Murray Press,272,9781473683433,"London, United Kingdom",Language Teaching & Learning Material & Coursework,25
"Goodnight Punpun, Vol. 4",https://www.bookdepository.com/Goodnight-Punpun-Vol-4-Inio-Asano/9781421586236,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4215/9781421586236.jpg,Paperback,2017,34.67,Inio Asano,4.47,"Viz Media, Subs. of Shogakukan Inc",456,9781421586236,"San Francisco, United States","Graphic Novels, Anime & Manga",31
The Priory of the Orange Tree,https://www.bookdepository.com/Priory-Orange-Tree-Samantha-Shannon/9781408883358,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4088/9781408883358.jpg,Paperback,2020,25.49,Samantha Shannon,4.22,Bloomsbury Publishing PLC,848,9781408883358,"London, United Kingdom",Contemporary Fiction,34
Where's Pikachu? A Search and Find Book,https://www.bookdepository.com/Wheres-Pikachu-Search-Find-Book-Pokemon/9781408357484,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4083/9781408357484.jpg,Paperback,2019,12.15,Pokemon,4.27,Hachette Children's Group,32,9781408357484,"London, United Kingdom",Activity Books,11
Aristotle and Dante Discover the Secrets of the Universe,https://www.bookdepository.com/Aristotle-Dante-Discover-Secrets-Universe-Benjamin-Alire-Saenz/9781398505247,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/3985/9781398505247.jpg,Paperback,2021,16.24,Benjamin Alire Saenz,4.33,Simon & Schuster Ltd,368,9781398505247,"London, United Kingdom",Children's Fiction,43
Cat Kid Comic Club 2,https://www.bookdepository.com/Cat-Kid-Comic-Club-2-Dav-Pilkey/9781338784855,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/3387/9781338784855.jpg,Hardback,2021,31.98,Dav Pilkey,4.81,Scholastic US,224,9781338784855,"New York, United States",Characters,27
The Brightest Night (Wings of Fire Graphic Novel 5 ),https://www.bookdepository.com/Brightest-Night-Wings-Fire-Graphic-Novel-5-Tui-T-Sutherland/9781338730852,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/3387/9781338730852.jpg,Paperback,2022,16.79,Tui T. Sutherland,4.77,Scholastic US,224,9781338730852,"New York, United States",Graphic Novel & Manga Artwork,2
"The Bad Guys in They're Bee-Hind You! (the Bad Guys #14), 14",https://www.bookdepository.com/Bad-Guys-Theyre-Bee-Hind-You-Bad-Guys-14-14-Aaron-Blabey/9781338329544,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/3383/9781338329544.jpg,Paperback,2021,12.68,Aaron Blabey,4.42,Scholastic Paperbacks,192,9781338329544,,Adventure Books for Kids,22
One Last Stop,https://www.bookdepository.com/One-Last-Stop-Casey-McQuiston/9781250244499,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/2502/9781250244499.jpg,Paperback,2021,24.66,Casey McQuiston,4.15,St Martin's Press,432,9781250244499,"New York, United States",Romance,34
ANGELIC FLIGHTS,https://www.bookdepository.com/ANGELIC-FLIGHTS-Gabriel-Rosenstock/9780893047092,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/8930/9780893047092.jpg,Paperback,2021,16.16,Gabriel Rosenstock,3.89,Gabriel Rosenstock,124,9780893047092,,"Mysticism, Magic & Ritual",17
A Brief History Of Time,https://www.bookdepository.com/Brief-History-Time-Stephen-Hawking/9780857501004,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/8575/9780857501004.jpg,Paperback,2015,17.28,Stephen Hawking,4.19,Transworld Publishers Ltd,272,9780857501004,"London, United Kingdom",Science: General Issues,27
Zero to One,https://www.bookdepository.com/Zero-One-Blake-Masters/9780753555200,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7535/9780753555200.jpg,Paperback,2018,15.87,Blake Masters,4.17,Ebury Publishing,224,9780753555200,"London, United Kingdom",Business & Management,17
One Up On Wall Street,https://www.bookdepository.com/One-Up-On-Wall-Street-Peter-Lynch/9780743200400,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7432/9780743200400.jpg,Paperback,2018,20.8,Peter Lynch,4.23,Simon & Schuster,304,9780743200400,"New York, United States",Biography: Business & Industry,46
Dr. Seuss's ABC,https://www.bookdepository.com/Dr-Seusss-ABC-Dr-Seuss/9780679882817,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/6798/9780679882817.jpg,Board book,1996,8.55,Dr. Seuss,4.08,Random House USA Inc,24,9780679882817,"New York, United States",ABC,23
Who Cooked the Last Supper?,https://www.bookdepository.com/Who-Cooked-Last-Supper-Rosalind-Miles/9780609806951,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/6098/9780609806951.jpg,Paperback,2001,21.13,Rosalind Miles,3.88,Three Rivers Press,352,9780609806951,"New York, United States",General & World History,36
Bluey: Little Library,https://www.bookdepository.com/Bluey-Little-Library-Bluey/9780241486900,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2414/9780241486900.jpg,Board book,2021,13.76,Bluey,4.2,Penguin Random House Children's UK,48,9780241486900,"London, United Kingdom",Characters,46
The Body Keeps the Score,https://www.bookdepository.com/Body-Keeps-Score-Bessel-van-der-Kolk/9780143127741,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1431/9780143127741.jpg,Paperback,2015,24.42,Bessel van der Kolk,4.44,Penguin Putnam Inc,464,9780143127741,United States,Psychology,37
Where The Wild Things Are,https://www.bookdepository.com/Where-Wild-Things-Are-Maurice-Sendak/9780099408390,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0994/9780099408390.jpg,Paperback,2001,15.11,Maurice Sendak,4.22,Penguin Random House Children's UK,48,9780099408390,"London, United Kingdom",Picture Books,11
Dark Rise,https://www.bookdepository.com/Dark-Rise-C-S-Pacat/9780062946140,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0629/9780062946140.jpg,Hardback,2021,29.25,C S Pacat,4.23,Quill Tree Books,464,9780062946140,,Adventure Books for Kids,4
Howl's Moving Castle,https://www.bookdepository.com/Howls-Moving-Castle-Diana-Wynne-Jones/9780061478789,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0614/9780061478789.jpg,Paperback,2011,16.03,Diana Wynne Jones,4.25,HarperCollins Publishers Inc,448,9780061478789,"New York, NY, United States",Adventure Books for Kids,10
Eleanor Oliphant is Completely Fine,https://www.bookdepository.com/Eleanor-Oliphant-is-Completely-Fine-Gail-Honeyman/9780008172145,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0081/9780008172145.jpg,Paperback,2018,21.89,Gail Honeyman,4.26,HarperCollins Publishers,400,9780008172145,"London, United Kingdom",Contemporary Fiction,27
This Book Is for You,https://www.bookdepository.com/This-Book-Is-for-You-Worry-Lines/9781984860262,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9848/9781984860262.jpg,Hardback,2021,23.52,Worry Lines,4.65,Potter/Ten Speed/Harmony/Rodale,176,9781984860262,United States,Art History: From c 1960,45
"My Love Mix-Up!, Vol. 1",https://www.bookdepository.com/My-Love-Mix-Up-Vol-1-Wataru-Hinekure/9781974725274,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9747/9781974725274.jpg,Paperback,2021,15.29,Wataru Hinekure,4.31,"Viz Media, Subs. of Shogakukan Inc",176,9781974725274,"San Francisco, United States",Graphic Novels: Manga,45
The Official Liverpool FC Annual 2022,https://www.bookdepository.com/Official-Liverpool-FC-Annual-2022-Liverpool-FC/9781913578763,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9135/9781913578763.jpg,Hardback,2022,19.51,Liverpool FC,4.3,Grange Communications Ltd,64,9781913578763,"Edinburgh, United Kingdom",Teams & Clubs,41
The Immortals,https://www.bookdepository.com/Immortals-Arrigo-Sacchi/9781909430532,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9094/9781909430532.jpg,Paperback,2021,17.81,Arrigo Sacchi,4.6,BackPage Press Limited,315,9781909430532,"Glasgow, United Kingdom",Ball Games,15
Dinosaurs Love Underpants,https://www.bookdepository.com/Dinosaurs-Love-Underpants-Claire-Freedman/9781847382108,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8473/9781847382108.jpg,Paperback,2008,26.27,Claire Freedman,3.92,Simon & Schuster Ltd,32,9781847382108,"London, United Kingdom",Picture Books,8
John Boorman's Nature Diary,https://www.bookdepository.com/John-Boormans-Nature-Diary-John-Boorman/9781843517955,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8435/9781843517955.jpg,Hardback,2020,25.11,John Boorman,5,The Lilliput Press Ltd,128,9781843517955,"Dublin, Ireland",Prose: Non-fiction,32
Dog Days,https://www.bookdepository.com/Dog-Days-Andrew-Cotter/9781785303654,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7853/9781785303654.jpg,Hardback,2021,33.0,Andrew Cotter,4.25,Black and White Publishing,288,9781785303654,"Edinburgh, United Kingdom",Memoirs,25
Matt Preston's World of Flavour,https://www.bookdepository.com/Matt-Prestons-World-Flavour-Matt-Preston/9781761044441,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7610/9781761044441.jpg,Paperback,2021,65.88,Matt Preston,4.6,Penguin Random House Australia,352,9781761044441,"Camberwell, Australia",Food & Drink,13
The Babylon Bee Guide to Wokeness,https://www.bookdepository.com/Babylon-Bee-Guide-Wokeness-Babylon-Bee/9781684512713,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6845/9781684512713.jpg,Paperback,2021,26.17,Babylon Bee,4.79,Salem Books,208,9781684512713,,Christian Books,17
No Bad Parts,https://www.bookdepository.com/No-Bad-Parts-Richard-C-Schwartz/9781683646686,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6836/9781683646686.jpg,Paperback,2021,28.02,Richard C. Schwartz,4.39,Sounds True Inc,216,9781683646686,"New York, United States","Social, Group Or Collective Psychology",48
The Ruthless Elimination of Hurry,https://www.bookdepository.com/Ruthless-Elimination-Hurry-John-Mark-Comer/9781529308389,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5293/9781529308389.jpg,Paperback,2019,31.85,John Mark Comer,4.51,Hodder & Stoughton,304,9781529308389,United Kingdom,Religion: General,27
Principles,https://www.bookdepository.com/Principles-Ray-Dalio/9781501124020,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5011/9781501124020.jpg,Hardback,2017,41.31,Ray Dalio,4.07,SIMON & SCHUSTER,592,9781501124020,"New York, United States",Business & Management,18
Lift-The-Flap Very First Questions & Answers,https://www.bookdepository.com/Lift-Flap-Very-First-Questions-Answers-Katie-Daynes/9781474917902,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4749/9781474917902.jpg,Board book,2016,17.32,Katie Daynes,4.53,Usborne Publishing Ltd,12,9781474917902,"London, United Kingdom",Picture Books,18
Heartstopper Volume One,https://www.bookdepository.com/Heartstopper-One-Alice-Oseman/9781444951387,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4449/9781444951387.jpg,Paperback,2019,27.49,Alice Oseman,4.53,Hachette Children's Group,288,9781444951387,"London, United Kingdom",Romance Books for Teenagers,36
Vetman and his Bionic Animal Clan,https://www.bookdepository.com/Vetman-his-Bionic-Animal-Clan-Noel-Fitzpatrick/9781444965902,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4449/9781444965902.jpg,Hardback,2021,27.84,Noel Fitzpatrick,4.5,Hachette Children's Group,336,9781444965902,"London, United Kingdom",Children's Fiction,28
"The Promised Neverland, Vol. 3",https://www.bookdepository.com/Promised-Neverland-Vol-3-Kaiu-Shirai/9781421597140,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4215/9781421597140.jpg,Paperback,2018,14.55,Kaiu Shirai,4.52,"Viz Media, Subs. of Shogakukan Inc",192,9781421597140,"San Francisco, United States",Graphic Novels: Manga,5
"Rosie Revere, Engineer",https://www.bookdepository.com/Rosie-Revere-Engineer-Andrea-Beaty/9781419708459,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4197/9781419708459.jpg,Hardback,2013,24.49,Andrea Beaty,4.39,Abrams,32,9781419708459,"New York, United States",Storybooks,43
Humankind,https://www.bookdepository.com/Humankind-Rutger-Bregman/9781408898956,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4088/9781408898956.jpg,Paperback,2021,20.64,Rutger Bregman,4.33,Bloomsbury Publishing PLC,496,9781408898956,"London, United Kingdom",20th Century History: C 1900  To C 2000,26
And Away...,https://www.bookdepository.com/Away-Bob-Mortimer/9781398508026,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/3985/9781398508026.jpg,Paperback,2021,27.88,Bob Mortimer,4.3,Simon & Schuster Ltd,336,9781398508026,"London, United Kingdom",Biography: Arts & Entertainment,20
The World of Peter Rabbit - The Complete Collection of Original Tales 1-23 White Jackets,https://www.bookdepository.com/World-Peter-Rabbit-Complete-Collection-Original-Tales-1-23-White-Jackets-Beatrix-Potter/9780723275923,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7232/9780723275923.jpg,Hardback,2021,213.56,Beatrix Potter,4.58,Penguin Random House Children's UK,1,9780723275923,"London, United Kingdom",Characters,18
Royal Horticultural Society Desk Diary 2022,https://www.bookdepository.com/Royal-Horticultural-Society-Desk-Diary-2022-Royal-Horticultural-Society/9780711262164,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7112/9780711262164.jpg,Hardback,2021,31.14,Royal Horticultural Society,4.52,Frances Lincoln Publishers Ltd,112,9780711262164,"London, United Kingdom",Art Books,14
Never Let Me Go,https://www.bookdepository.com/Never-Let-Me-Go-Kazuo-Ishiguro/9780571258093,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/5712/9780571258093.jpg,Paperback,2010,15.9,Kazuo Ishiguro,3.83,Faber & Faber,282,9780571258093,"London, United Kingdom",Contemporary Fiction,4
The Forty Rules of Love,https://www.bookdepository.com/Forty-Rules-Love-Elif-Shafak/9780241972939,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2419/9780241972939.jpg,Paperback,2015,16.59,Elif Shafak,4.12,Penguin Books Ltd,368,9780241972939,"London, United Kingdom",Contemporary Fiction,33
Big Panda and Tiny Dragon,https://www.bookdepository.com/Big-Panda-Tiny-Dragon-James-Norbury/9780241529324,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2415/9780241529324.jpg,Hardback,2021,27.88,James Norbury,4.57,Penguin Books Ltd,160,9780241529324,"London, United Kingdom",Illustration,46
One Of Us Is Next,https://www.bookdepository.com/One-Us-Is-Next-Karen-M-McManus/9780241376928,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2413/9780241376928.jpg,Paperback,2020,15.54,Karen M. McManus,4.02,Penguin Random House Children's UK,384,9780241376928,"London, United Kingdom",Children's General Story Books,29
Revolting Rhymes,https://www.bookdepository.com/Revolting-Rhymes-Roald-Dahl/9780142414828,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1424/9780142414828.jpg,Paperback,2011,12.8,Roald Dahl,4.11,Penguin Putnam Inc,48,9780142414828,"New York, NY, United States",Rhyming & Wordplay,4
Once,https://www.bookdepository.com/Once-Morris-Gleitzman/9780141320632,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1413/9780141320632.jpg,Paperback,2006,12.55,Morris Gleitzman,4.22,Penguin Random House Children's UK,160,9780141320632,"London, United Kingdom",Children's Fiction,11
Green is for Christmas,https://www.bookdepository.com/Green-is-for-Christmas-Drew-Daywalt/9780008496197,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0084/9780008496197.jpg,Hardback,2021,12.79,Drew Daywalt,4.51,HarperCollins Publishers,32,9780008496197,"London, United Kingdom",Characters,30
The Lord of the Rings,https://www.bookdepository.com/Lord-Rings-J-R-R-Tolkien/9780008471286,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0084/9780008471286.jpg,Hardback,2021,96.77,J. R. R. Tolkien,4.5,HarperCollins Publishers,1248,9780008471286,"London, United Kingdom",Classic Books & Novels,46
Second Foundation,https://www.bookdepository.com/Second-Foundation-Isaac-Asimov/9780008117511,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0081/9780008117511.jpg,Paperback,2016,10.82,Isaac Asimov,4.25,HarperCollins Publishers,240,9780008117511,"London, United Kingdom",Classic Books & Novels,50
The 7 Habits of Highly Effective People,https://www.bookdepository.com/7-Habits-Highly-Effective-People-Stephen-R-Covey/9781982137274,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9821/9781982137274.jpg,Paperback,2020,27.76,Stephen R Covey,4.13,SIMON & SCHUSTER,464,9781982137274,,Management & Management Techniques,41
Private Eye Annual 2021,https://www.bookdepository.com/Private-Eye-Annual-2021-Ian-Hislop/9781901784701,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9017/9781901784701.jpg,Hardback,2021,22.94,Ian Hislop,4.32,Private Eye Productions Ltd.,96,9781901784701,"London, United Kingdom","Yearbooks, Annuals, Almanacs",26
The Little Book of Mindfulness,https://www.bookdepository.com/Little-Book-Mindfulness-Dr-Patrizia-Collard/9781856753531,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8567/9781856753531.jpg,Paperback,2014,11.46,Dr. Patrizia Collard,3.81,Octopus Publishing Group,96,9781856753531,"London, United Kingdom",Health Books,28
Hold on to Your Kids,https://www.bookdepository.com/Hold-on-Your-Kids-Dr-Gabor-Mate/9781785042195,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7850/9781785042195.jpg,Paperback,2019,18.74,Dr Gabor Mate,4.24,Ebury Publishing,352,9781785042195,"London, United Kingdom",Family & Relationships,21
On Writing,https://www.bookdepository.com/On-Writing-Stephen-King/9781444723250,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4447/9781444723250.jpg,Paperback,2020,26.66,Stephen King,4.31,HODDER & STOUGHTON,416,9781444723250,"Oxon, United Kingdom",Biography: Literary,3
"Death Note Black Edition, Vol. 1",https://www.bookdepository.com/Death-Note-Black-Edition-Vol-1-Tsugumi-Ohba/9781421539645,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4215/9781421539645.jpg,Paperback,2011,23.04,Tsugumi Ohba,4.47,"Viz Media, Subs. of Shogakukan Inc",392,9781421539645,"San Francisco, United States",Graphic Novels: Manga,43
The Book Thief,https://www.bookdepository.com/Book-Thief-Markus-Zusak/9781784162122,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7841/9781784162122.jpg,Paperback,2016,19.1,Markus Zusak,4.38,Transworld Publishers Ltd,560,9781784162122,"London, United Kingdom",Contemporary Fiction,36
Moonology (TM) Oracle Cards,https://www.bookdepository.com/Moonology-TM-Oracle-Cards-Yasmin-Boland/9781781809969,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7818/9781781809969.jpg,Cards,2018,21.54,Yasmin Boland,4.65,Hay House UK Ltd,128,9781781809969,"London, United Kingdom",Astrology,16
How We Love,https://www.bookdepository.com/How-We-Love-Clementine-Ford/9781760877187,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7608/9781760877187.jpg,Paperback,2021,39.64,Clementine Ford,4.47,Allen & Unwin,312,9781760877187,"Sydney, Australia",Memoirs,48
House of Earth and Blood,https://www.bookdepository.com/House-Earth-Blood-Sarah-J-Maas/9781635574043,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6355/9781635574043.jpg,Hardback,2020,41.58,Sarah J Maas,4.44,Bloomsbury Publishing,816,9781635574043,New York,Adventure Books,47
MOX,https://www.bookdepository.com/MOX-Jon-Moxley/9781637580387,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6375/9781637580387.jpg,Hardback,2021,32.4,Jon Moxley,4,Permuted Press,272,9781637580387,United States,Biography: Arts & Entertainment,17
